Hang_Seller,Seller_ID,Tong_Doanh_Thu,So_Luong_Don_Hang,So_Luong_San_Pham_Ban,Doanh_Thu_Trung_Binh_Moi_Dong
1483,17adeba047385fb0c67d8e90b4296d21,1097.31,1,3,365.77
1484,ffad1e7127fb622cb64a900751590acd,1090.83,10,15,72.72
1485,b7d5b4b87af9d42b601865d3f3810bff,1090.02,2,2,545.01
1486,4221a7df464f1fe2955934e30ff3a5a1,1089.04,5,5,217.81
1487,ef9952469137ff190bacafe117f51537,1086.6,5,5,217.32
1488,a13aaf2d2886ab9fb30fb9a920160b8f,1085.83,4,4,271.46
1489,a0d7fbb07bb5ebc3b05980e750db56f3,1085.18,3,4,271.3
1490,1f867308a0ce13133a4e639ff4de0c02,1084.92,7,13,83.46
1491,8e670472e453ba34a379331513d6aab1,1083.96,1,1,1083.96
1492,77dcbb67ccb3659bd58eaf5661560a30,1082.56,2,2,541.28
1493,3d621842b2ed28e2b474132480edac3c,1080.7,10,10,108.07
1494,cb4a705d00e100b9732d0ca34817d441,1080.56,1,2,540.28
1495,8602a61d680a10a82cceeeda0d99ea3d,1079.9,17,19,56.84
1496,010da0602d7774602cd1b3f5fb7b709e,1079.75,1,5,215.95
1497,dc7192adf8ba09569261f4a8d576afe0,1078.43,7,8,134.8
1498,79a679c36c08d606b3fd47ead9de109b,1072.22,3,7,153.17
1499,68f86ba270525243e68ae74044f992b9,1071.31,11,12,89.28
1500,4f1f1c8666cdb6442f775c4e8caed465,1070.39,2,2,535.2
1501,ae45df84722b1d15c5f32b23a095746c,1065.49,9,12,88.79
1502,13511db12ac61e2f89c53b72a944a60b,1063.97,6,6,177.33
1503,e644cbadf7eeb30d0d29f335ce7d52ec,1063.59,8,10,106.36
1504,c37b2059d4f90d4feead554e5246565e,1061.28,12,16,66.33
1505,9d681c7e12db302cb261e721040dde65,1058.68,13,14,75.62
1506,d9442042130b7fe579d1295f9f4a248f,1058.54,18,21,50.41
1507,8a43128d7f9a3db592b866e6861a6cce,1058.49,3,4,264.62
1508,6b9b80d53ba3676eafe60268a810b5a1,1055.66,10,10,105.57
1509,c4fabeea6e569d42d02993bb1f4f1cbc,1055.4,10,10,105.54
1510,80f2cf9abf6b5a0e5c612b5eea6646e6,1054.78,7,7,150.68
1511,6e4f5ff6b086632ba8dcb558fb10249e,1053.25,5,5,210.65
1512,b81e3a6c866a764974fe849821abeebd,1053.01,8,11,95.73
1513,9198786624eaeb375793215cad26cfa6,1052.7,8,9,116.97
1514,1bb3812d5f0747a3ab7348f199001a10,1049.57,9,9,116.62
1515,74636e24f01da9268b0ed88dacd8513e,1048.61,4,4,262.15
1516,e3a386fc36e22064434e1fa256f6a9fa,1047.15,16,17,61.6
1517,dff87e4de60c9736ce8df835951b09bc,1043.43,2,2,521.72
1518,a67780aba9dd436e7ac0aa1f889e73ec,1041.04,6,6,173.51
1519,9e9b539eb2806acee3f5c28085c1db9f,1039.47,3,3,346.49
1520,28872dc528e978a639754bc8c2ce5a4c,1038.9,1,1,1038.9
1521,caa9bc43a9fe8cf9c564ddd8a03cc4a6,1037.74,13,14,74.12
1522,ab3e0c171fe84a7ba7de130f19cfb485,1035.7,7,10,103.57
1523,e8dba4d70f7f2b20e775d09cae01142d,1032.39,9,9,114.71
1524,d8cf3b6a2151949f930d0252b180ec42,1030.18,6,19,54.22
1525,0791d9fc1e30678ecf03d3e55fa108d3,1028.99,5,11,93.54
1526,48985c61529077fa4f1e38bcff0f2ed3,1027.37,7,7,146.77
1527,a99504ac23ed125aaf5302af6cc30af9,1025.24,1,1,1025.24
1528,0ff83046c3fa22efee8ecf291888b191,1023.38,10,11,93.03
1529,4ef4c39cf3c24f326434cf0b2e48046a,1017.17,8,9,113.02
1530,63a79f5a7eb5cb48a7e5787b141c7993,1015.93,11,11,92.36
1531,808d4348b916efa08e766ebad39f61eb,1014.92,21,21,48.33
1532,528bcf6680c36dddf07620bd35b33a6f,1013.84,2,2,506.92
1533,bd4431c1a8dfa744b59e1e2a8bc99b9e,1013.59,7,7,144.8
1534,cb6c9f5888a7a090c75beaf615925792,1008.97,11,11,91.72
1535,1cbd50a8c52e6cf8e315c5709fab386f,1006.66,9,9,111.85
1536,134a288e7de827ec5ec62e3ec9c3a295,1004.0,9,9,111.56
1537,f783a638e9c6af4a7d0dbfde811e7a81,1002.9,5,5,200.58
1538,c6a7539d424a8402232c2228d7a03c5e,1001.32,10,15,66.75
1539,d4f117125b59ce73c3302f88ee40c458,998.61,17,17,58.74
1540,eddd1991bd6d9309995a480c39b95137,998.41,3,3,332.8
1541,e51f22821f0c12a16ad5c020cdcd55e9,996.84,4,4,249.21
1542,340636a908b13bbe0f4fb63fbe1d0c03,993.15,5,6,165.53
1543,fe1b067411b8c5066e962aa146ccee03,990.88,8,8,123.86
1544,0aa2205ca24f113f4658a5c536667426,988.1,4,11,89.83
1545,69b5eaa096c3f9d1e5c398c597f567d6,987.02,2,2,493.51
1546,6f83d9e4da896daae20b9b6b2d3ff8d2,985.04,11,11,89.55
1547,b19c48688808720822399ffa9f2dbe2f,984.81,1,1,984.81
1548,da6a60cc8cc724fe51be021ff8be779c,984.58,12,13,75.74
1549,39c763cca83e654764b7a4a650fb9b7c,984.21,11,11,89.47
1550,160e4f13fd3a64b1b86807be88b5ffb0,980.45,4,4,245.11
1551,eb72802c83dc7547529c9546d1a9b8ef,979.48,7,7,139.93
1552,e9729944ba65dc3ce425e0c5a22ae7b2,978.43,4,4,244.61
1553,297d5eccd19fa9a83b2630071ff105e4,976.73,8,8,122.09
1554,5c3460cd3e8a984382ae254e7dd20d9f,974.3,9,10,97.43
1555,ca77545ca4d2dfd1431bf61334e2fa3c,973.71,6,10,97.37
1556,efff9341f3f8f5237b44ff67ed36a7bf,972.65,5,5,194.53
1557,41c2bad7229b0c25e6becf179ebf63ff,971.92,20,23,42.26
1558,5a05a16bb50629ee31afab8a6d4c2674,971.69,12,13,74.75
1559,ac6417315ae5da8f9a38ee11de6f7780,971.43,8,8,121.43
1560,c8025364abeecb115431bf95c11a747f,971.28,2,2,485.64
1561,8d46553a36e68f95350a200c12f8f2e2,969.6,13,16,60.6
1562,07017df32dc5f2f1d2801e579548d620,967.82,7,8,120.98
1563,562f8cfc51f265411f487d07e9c40e7f,966.25,13,13,74.33
1564,e8a85b5f3df47be0984c55fd4064dbb4,965.99,8,14,69.0
1565,d0d70d21e2234dd7cd3cf63fe414148a,964.99,8,9,107.22
1566,b2c97074649f92197d9387d9033dda5f,964.08,10,11,87.64
1567,87d3c3aeb3ead335511b3ce315eb341e,963.06,15,15,64.2
1568,40536e7ca18e1bce252828e5876466cc,963.0,2,4,240.75
1569,ba5daa4041e1f15cdf34b76e3e18a450,959.35,15,15,63.96
1570,0aa124728afc1131dff5655f4c6f487b,958.78,2,2,479.39
1571,3492e68f37fd1df87f4f2f2ea247f445,957.26,8,9,106.36
1572,6861de0f40cacb0602e473c51639f980,949.73,5,8,118.72
1573,7dc9a3355bae96dd82008b313d3a456c,949.62,1,1,949.62
1574,a1544b9ea0b2390e020537d4daa89049,948.53,8,8,118.57
1575,6d22a1fcebb6dd08c9cd90b92a93e8d0,946.43,12,13,72.8
1576,8a40ae794fa3f9892cee24bd5af0488b,946.26,6,6,157.71
1577,1961c3e1272bfeceb05d0b78b5bbfdaf,945.43,3,4,236.36
1578,2dd1fb6f0e42a2243b8a01e40cd41216,942.73,4,5,188.55
1579,a247197e2e9c19a6a53a6888cb8b660f,941.07,2,2,470.53
1580,e5cbe890e679490127e9a390b46bbd20,937.71,2,2,468.86
1581,2b03ac196f5ed62ac483960fe0fa3b65,935.19,7,7,133.6
1582,a72c2f59332659e361d647515c698798,933.93,5,6,155.66
1583,0d33a55da925bbf1ff02af5f6059fc7f,932.91,22,24,38.87
1584,5a413ade68e8f8d93071a7f52a64cb9e,932.67,14,14,66.62
1585,6e864f5c4669eff3d98140a07cc50202,932.36,13,13,71.72
1586,eba88037e1dca898cd02881f67ced679,931.57,6,6,155.26
1587,52a52b9f656520e99716f5bc40f661c8,931.22,7,8,116.4
1588,d9e7e7778b32987280a6f2cb9a39c57d,930.35,10,12,77.53
1589,2c43fb513632d29b3b58df74816f1b06,930.17,3,3,310.06
1590,e1c76f339ebd5460999f25a2aa8c92c5,928.7,1,1,928.7
1591,5962468f885ea01a1b6a97a218797b0a,928.04,8,9,103.12
1592,11eac105f3f90a9b87b19c89d91e24f3,927.83,5,5,185.57
1593,32e5635e63cb374eb63afdd242fb6134,927.82,1,1,927.82
1594,75a4764c108403a7a0575140cb22287c,927.05,5,9,103.01
1595,1cd9e0cc1839d55516843def5600816d,926.72,5,5,185.34
1596,14ee35374a7876217954b5fa08e50463,923.05,6,6,153.84
1597,134b867a0f7f8bbe6abf10f91874891e,922.84,1,1,922.84
1598,9c7fd21e0aa159b20da593371f08ff7c,921.8,7,8,115.23
1599,4deebb3199eeafb282ae33229144f94b,921.49,4,5,184.3
1600,a3b42d266fa8afc874b909422ce88582,921.24,1,6,153.54
1601,cac63f48c38cd7d002a7e846dcd99a23,919.06,9,9,102.12
1602,024b564ae893ce8e9bfa02c10a401ece,918.4,2,8,114.8
1603,c8cc60ffd415254af5d9b9f34f32c369,916.23,8,9,101.8
1604,638cba8be1fb599bbb76fd6948351eb3,913.87,17,26,35.15
1605,ba6b4a237f92479743cf0ca06b67a9ac,913.71,8,8,114.21
1606,c89cf7c468a48af70aada384e722f9e2,912.74,13,13,70.21
1607,a1bea7061f61f6fdd9a85a6325ba1033,910.88,9,9,101.21
1608,1099a00e0ee3a50935e6c2447ca090c5,910.83,3,3,303.61
1609,39d61be7a92eb77b7da367bd4845bc0e,909.62,7,14,64.97
1610,7c51de0ab286204ce75ff42bf7c10d92,908.64,4,4,227.16
1611,4c61e37f664c3c88aff092aa5ac779d7,908.17,7,8,113.52
1612,d29ba1220fb8634fa3a107e54497b8a4,907.86,9,9,100.87
1613,25be943a321c8938947bdaabca979a90,907.55,5,5,181.51
1614,c00396cbdd2e088fe4281baa5920aef1,905.85,1,3,301.95
1615,dc64d75cc406bb0697be983831430e60,905.55,4,4,226.39
1616,59cea8e446d3834393058e7e0666b6fb,901.14,10,10,90.11
1617,b16d3dadc47d4eb18be3d88bad0775ce,900.54,10,11,81.87
1618,28ea411b354f14b1a494be4e79f0ce02,896.93,6,6,149.49
1619,71271995e85f5b8530be99ed54a91b89,896.83,8,8,112.1
1620,ef30892870c278497523264be1be2241,892.54,9,9,99.17
1621,0d4c8269e7f0401201794deef160edd6,892.03,3,4,223.01
1622,253f95b3a0e6983ae18aed49fbc2b845,890.94,5,5,178.19
1623,07de60b03d150fb3ea09eab5da5e4c8b,889.0,9,9,98.78
1624,312ba1d77e9c332ef21f9598b7f64cd7,888.05,9,10,88.8
1625,1430239a858e7682bbc43b20758af153,887.14,17,22,40.32
1626,5acd070dd3fe441bbb2ec1f1ede515ee,886.37,7,8,110.8
1627,400f221ab83037c0ea78f1267da9624d,885.8,1,1,885.8
1628,5f06030071324cc52bf0304014ac7234,884.31,4,4,221.08
1629,fd435faa3c0422b60440ea3480d0e77c,882.87,1,1,882.87
1630,7a91bf945c6fae0779f1c61ce97fe45c,882.07,5,5,176.41
1631,5996cddab893a4652a15592fb58ab8db,880.75,1,1,880.75
1632,f435898e493ba0356019a0b1cb8b55b1,880.68,10,12,73.39
1633,cd3d09fbe6e3e9ff0c0ac0c300e93ae7,880.23,12,12,73.35
1634,014d9a685fd57276679edd00e07089e5,876.81,11,12,73.07
1635,ba6ce6de456f6c11d08c17701ba5c26f,874.51,6,7,124.93
1636,7210cd29727d674c00741e5e387b3ccd,874.18,9,13,67.24
1637,b7cc6c5e001441ae8cdd5c69a480cbe4,872.3,6,6,145.38
1638,c7fdb77fdbff3c41981bc52f787e959e,871.88,10,12,72.66
1639,e560e4022d8f7aebf155db95946c5c0f,870.21,2,2,435.11
1640,70bf57d811208f8923b41bbd499a67a4,869.73,7,7,124.25
1641,f19516b9ff26bfeb091b30108db4ddbd,869.44,5,5,173.89
1642,c6218512d16fcac0af02fe92691cf274,868.64,8,8,108.58
1643,89c127985a8b130cfa45c1d36764017a,866.73,6,6,144.46
1644,3f9c56764fabca627406093dcb3ef0b4,866.56,6,6,144.43
1645,68ca56ce86830f3d31b1b7ec6a54da3e,862.96,6,6,143.83
1646,458c6fa920810ce2492da71bc26d9eec,862.37,2,2,431.19
1647,fe1bbc5feda5c8979a8a1b3b2512d5a6,862.25,9,10,86.23
1648,9aa388272ee334b6ae07bc73706e254a,861.46,6,7,123.07
1649,7bcd7c5f8631701474db233ccf1c094b,860.94,11,11,78.27
1650,bc503e244f187939d10c92a5c8e378ce,859.8,7,16,53.74
1651,aac51c486b672a9850d59f3e84b1cf88,859.57,10,13,66.12
1652,52956b80ae65fda598f06f6b9943e7a9,858.85,3,3,286.28
1653,3d68c634a99a1ba46dbca3967a69c623,857.7,2,2,428.85
1654,6b15924333bd1a741595fe981ea04822,854.46,21,21,40.69
1655,89a51f50b8095ea78d5768f34c13a76f,854.26,10,11,77.66
1656,bdae679a9b282249bc23b9b69dae9a99,851.98,6,12,71.0
1657,3969863bb8af7f72580b3b1ffd3a17b3,850.02,12,13,65.39
1658,4a1917ef994878940e1fb03eeb787ad7,846.62,2,3,282.21
1659,be8e909810184b9b19e886129149d8e5,846.08,15,15,56.41
1660,6bb62a4912377c7bfe7cb17b406bc7e6,845.39,4,6,140.9
1661,8bd0e3abda539b9479c4b44a691be1ec,845.34,7,13,65.03
1662,9dc79dd988ac42f4d56c340d7048420a,843.93,4,4,210.98
1663,da03c298e3999e9d828591fc2179d109,842.48,4,5,168.5
1664,21c62b998a043ebe31161d38f84929fc,841.33,4,4,210.33
1665,2ba91c7ad80ff88b23b7db823b43c233,840.33,6,6,140.05
1666,c522be04e020c1e7b79f3acff36513d5,838.3,7,7,119.76
1667,e73bf2cea7fe4b0b4d287a7568ed1099,837.83,4,5,167.57
1668,236585a4ddb5fea9fa40233e2249ed91,837.67,11,11,76.15
1669,851773c885feb5e2da3b4f82bc2b17ce,837.13,10,10,83.71
1670,7354220fb240bde543b3c40c060d41e7,837.13,7,7,119.59
1671,43402bdf22aa2310e8f99e2f94f78628,837.1,4,5,167.42
1672,5f7300535881cef3b625fd683cf7d145,836.83,10,11,76.08
1673,6524b847b982cd56bb5d4b02b776ee42,834.94,1,2,417.47
1674,ac51cac5e20d69ff485a54746488ef48,833.77,4,4,208.44
1675,f9eedec3129e8cc6b6429c42d0808c5b,833.15,2,2,416.58
1676,ba6b68b55fe8704377a7d43c8e5c0185,832.22,5,5,166.44
1677,2305ab43e846518f58dd9d59f3f54e96,831.26,3,3,277.09
1678,11742f81550ac064cc9a40f67151d9ad,831.01,2,2,415.51
1679,ad273c9eb54ecb4532de4bf75bae9e4e,829.75,10,11,75.43
1680,de09d00cfc265b8804c7df34075a68fa,827.97,3,3,275.99
1681,b0b346d3a89f5eb4c2968af3f083cd43,826.6,11,12,68.88
1682,55c26bcb609f480eb7868594245febb5,826.23,6,6,137.71
1683,a56e351445e5863fc8960640ba9190c7,825.98,3,4,206.5
1684,94231344608e603693b0a8891143f65d,824.18,3,3,274.73
1685,83d7070a0b9a8b4625fa8682b819fabb,822.4,2,2,411.2
1686,5ef131ac72773e5b3f6c0d63cf424657,821.99,10,11,74.73
1687,13f57c12a00ed4610db646b913a7f5c6,821.15,7,13,63.17
1688,2063dd1b9f568df1c16741ea7d3e6adb,820.27,3,3,273.42
1689,9535a841eecebed61a9fb1ac1cbb5597,818.33,2,2,409.17
1690,ed8cb7b190ceb6067227478e48cf8dde,816.21,15,17,48.01
1691,8e29d051f810eb22959ede205b462b9f,813.28,2,2,406.64
1692,191d55f7edb8524d525ed01b20fe32e8,812.8,3,3,270.93
1693,a254c682cc01e119f83530446f1df9a9,809.42,6,7,115.63
1694,38102b031c2a15e54623d711bfc753d3,809.41,9,11,73.58
1695,8c0de775f52fe41590b376a3b7c50f68,808.03,9,9,89.78
1696,0a85ebe4e328db81ac9109781205e2f7,805.65,12,12,67.14
1697,d79e8478eed9999493990b44955fb22e,802.61,5,5,160.52
1698,fac35d150712afb921ec59ac5f39bb11,800.64,5,6,133.44
1699,179d859f51292aac5c10806a356f7af9,800.27,18,19,42.12
1700,73b8eb4a9a729d4019b24ed1be748cbf,797.98,8,8,99.75
1701,8d899e15a5925f097cca50faa49b15e3,795.98,4,10,79.6
1702,8759e7aedd644f487315e5860962f162,793.34,3,3,264.45
1703,56db5c0782e8f7ddc9343f9576ff6d16,791.95,2,2,395.97
1704,2059c39f76271d4ca3f15b5ffaccc8b8,791.29,12,12,65.94
1705,1d29dfba02015238dfbe2449a5eaa361,789.92,12,12,65.83
1706,365e4bce19bda0082c3d15d83fdb8bcd,789.61,5,6,131.6
1707,cf654707ed6a99f112c7ec3d6f314b8b,789.54,3,4,197.39
1708,b7ed9fb14c8eadb37adb9c45d67ab0fb,787.75,7,11,71.61
1709,e4ebd3f87bf70440014f07ddda7fbe03,787.26,7,7,112.47
1710,8c91bfea4263b8fba54081460693e2a1,785.75,2,2,392.88
1711,5bba18b40e8c973b0f32e748004775b0,784.8,1,1,784.8
1712,6824a69c9ea0313eba299dd4a2dba09a,784.08,6,7,112.01
1713,0b36063d5818f81ccb94b54adfaebbf5,783.0,1,15,52.2
1714,d558ebe531605a1285ab2b1bc3256dfb,782.23,3,3,260.74
1715,2aa3443d7bf9d9bb11133f420d75e083,781.12,10,10,78.11
1716,48fb026ed7455a42f5d3e9390ed5088e,779.14,11,11,70.83
1717,7b98de631987e26dd6d803490c43a13c,778.63,8,8,97.33
1718,d94ba08b99bedd6a5f6c875ecc4a6fac,778.27,9,10,77.83
1719,c447f8dd3ed213f291d65ef074a268eb,777.23,7,8,97.15
1720,89dda63a3c907c468ec88c310ed91213,777.13,2,2,388.57
1721,525e75a6fb1454a2325ab1734bcec221,777.07,10,11,70.64
1722,da4d149c0ddbac90557103ac0a0ec356,775.98,1,1,775.98
1723,c33a5c3c983090c8b78a28e65052a20d,774.16,9,9,86.02
1724,b64d51f0435e884e8de603b1655155ae,773.54,17,23,33.63
1725,54aa8463e87776b5612f4bdc4bd5d4de,772.83,7,7,110.4
1726,26af45f5dfd967225a832838aa4e24a3,771.61,10,11,70.15
1727,b0398568231ba5e6734af1881671a317,770.12,4,4,192.53
1728,228e4c1a0be164f613d41c24345f9d2c,769.44,5,5,153.89
1729,8132b9bd16876e1b0f8808d43825dd48,768.94,2,3,256.31
1730,768a86e36ad6aae3d03ee3c6433d61df,767.7,17,17,45.16
1731,61c36f0fc4a47f9532e5512b66668e62,767.69,1,1,767.69
1732,1352e06ae67b410cdae0b2a22361167b,765.22,4,4,191.31
1733,9cad4b68bb993ee401a3c5aaa2bc26dd,763.33,5,7,109.05
1734,9d5604a1f112324ad6b2aa552122e0fb,761.98,13,17,44.82
1735,38e6dada03429a47197d5d584d793b41,761.96,6,11,69.27
1736,2fb25ab44bdbeae6a4d816e0d0c9d500,761.29,5,5,152.26
1737,72c38a04bd6a1c3dbc5298425a0db86d,760.65,4,5,152.13
1738,07d75e33f2750d97d467fb57e4dfdd8a,759.59,2,2,379.8
1739,299c89a525fee36c567f4fe72f038100,757.75,2,2,378.88
1740,01c97ebb5cdac52891c0ed1c37ba0012,756.0,9,12,63.0
1741,bd1d49a326abfa9b1036772e40445430,755.66,11,12,62.97
1742,acf974e4d5950ad143a247471b831eb9,753.62,5,12,62.8
1743,6c99c983ce3b6ba0ab813e6790e81691,752.51,9,9,83.61
1744,0570350b23eda5444f8d1d9544932058,751.76,6,11,68.34
1745,6e0908ef4d4efadbc3cc2b74ea477cb0,750.28,8,11,68.21
1746,262237171f48e85819065498cac80d7b,749.0,4,10,74.9
1747,02b72cdeb9cfcc429f1af6f4e3f3b737,748.64,4,4,187.16
1748,b6dc74ed30f124f95227bed4e43a3bed,747.59,11,13,57.51
1749,916748bc99315c2d202898ae58b1617e,746.51,25,32,23.33
1750,26bad72add1f86e08a776ce4ffdaf1ca,745.92,7,7,106.56
1751,aae5e7b457a3c72ee230a47d98fceda5,745.57,5,7,106.51
1752,d9cd369bffa979d1634f8e1318bf2f1b,744.81,3,3,248.27
1753,f52c2422904463fdd7741f99045fecb6,744.8,12,13,57.29
1754,270d3ef21830ad0ecf3a6c53d08a533a,743.67,6,18,41.32
1755,3ef37b7ca6dd2b80bd8af81a62504996,740.97,2,2,370.49
1756,4e6015589b781adaa5ce7f1892d06bb1,740.5,3,3,246.83
1757,6d988d6174a2c27441597174f8905515,737.2,19,23,32.05
1758,11938fcc75f6902fea1d0a6f72b54a57,737.14,2,2,368.57
1759,c84592044b180dec206770c38603814b,736.2,15,15,49.08
1760,b274baf5bbd142410eb2958cf685d684,734.57,7,7,104.94
1761,be3b4b0f050a6aa1b2d901c4b77e979f,733.72,3,8,91.71
1762,39a5005f2605cbdb4f9ac14485cabfd1,733.66,3,8,91.71
1763,8a207b6080964f3c1fc9d35bd6096ba4,730.04,2,3,243.35
1764,eb5b6204dde3a6e03b5f1bb8479f055b,727.33,19,21,34.63
1765,b12cfd255810394b60caef18ae163547,726.15,2,2,363.08
1766,2f74af7a0ee5636f12c2336f9fffed47,724.47,13,13,55.73
1767,f3295428338a40977a03f555246a70f4,724.38,6,6,120.73
1768,c157bdeedcbc9a8e3c8bf0d87ff24428,722.97,7,10,72.3
1769,1d503743d2526f03f0c2c89540ee008c,720.53,12,17,42.38
1770,9c1c0c36cd23c20897e473901a8fb149,717.04,6,7,102.43
1771,385799a1cddbd26dfeb9157356a42282,716.54,5,7,102.36
1772,1b4b28463457a256e9a784ebe2a8f630,715.34,1,1,715.34
1773,5d043cd5512d4bd2f88e5ccdd5736c38,714.91,1,1,714.91
1774,5a6a02f419701fc8c605af71d4fc57a4,714.41,10,11,64.95
1775,768de2a4fc06aacecb9a586ccc30746a,713.53,14,14,50.97
1776,eebb3372362aa9a46975164bed19a7e7,711.32,7,8,88.91
1777,a513150f33f99a06569e9cd5c4bb889b,711.25,2,2,355.63
1778,cb9fb4ca75d7ba8437480e8dde64fe98,705.56,10,10,70.56
1779,e601b04acf48b4576e73ddca9481f0dc,702.94,15,16,43.93
1780,3f9be91358837bff69df67edfa3e42e8,702.06,7,7,100.29
1781,89ad3263c0931c47f976d7c5778e60f6,699.74,6,6,116.62
1782,b44dbfbf62e52125f3c15d230569ea91,699.06,4,8,87.38
1783,5882f40daf39bc2a465e0cb453ddc222,698.9,1,1,698.9
1784,6e4a902d1054e4e17aa6eab87fac1c75,695.7,7,8,86.96
1785,6650fcccd8cd2f7e55ffa524f30c4c59,695.7,3,3,231.9
1786,c53bcd3be457a342a97e39e5a9f0be22,695.59,5,5,139.12
1787,b26741d31a563d769b4af0465ab20c56,695.03,2,2,347.52
1788,af7cdac9d9897cddead9c6b08976c642,694.01,6,6,115.67
1789,c458e2045a8aa8964f8879af03fdcce6,691.7,4,9,76.86
1790,4be6b962d83299498bae2190f95d6566,691.09,11,12,57.59
1791,3be5841cdcc46de4ed3f9116f104b2c5,687.95,4,4,171.99
1792,6179a28a13a726c29b3bf54c070dccab,686.24,2,2,343.12
1793,70b52a4cfc823994561b00bad161b4ed,685.35,8,10,68.54
1794,26d6bbee02420494d471c9f6436929c0,681.7,12,13,52.44
1795,3968920b9aa752ab98f7d5888c9252f2,681.01,8,10,68.1
1796,c52c644cc0dc85121207a27013efc6af,680.96,1,2,340.48
1797,95b293867b5862941c9cd74f756a3c68,677.19,8,8,84.65
1798,6879c4d287a8dd06b11f54ea8f78e4da,677.13,6,6,112.86
1799,6eeed17989b0ae47c9f11ece6f38ea90,676.01,3,3,225.34
1800,53336f97ddbe53e2a617d07b17447b95,674.83,1,1,674.83
1801,83353a83fd769dfafa4f21a72b15e3e5,674.33,5,5,134.87
1802,685b870da5b52a710782c9c0fefbeb5b,670.98,2,2,335.49
1803,ff4e2d38692ce827b1a4f4b8196e680d,669.18,11,11,60.83
1804,b4b447d715f9ab302a188fb43d3e96b3,667.96,4,4,166.99
1805,6dc9bec584588412a6a338830946a3e4,667.83,2,2,333.91
1806,48efc9d94a9834137efd9ea76b065a38,666.0,33,34,19.59
1807,bf961104a38e01b9062ee026bb657dee,665.46,4,4,166.37
1808,63ffcb71394dd8ea3872ed9ffda17c74,663.72,17,17,39.04
1809,e4fc40017a6d22c46a14ac2e17f87c3e,662.05,3,3,220.68
1810,4170f6a9367e6b5d6401d03ce6d54569,661.81,4,5,132.36
1811,b5bb2b985208834bd5bd86c7a402bbad,659.72,2,2,329.86
1812,7402d13c03a7e91366337cd1de471144,659.57,4,4,164.89
1813,89bc797e2e29667aa035d4368f9b7f92,659.45,17,20,32.97
1814,c7a0a13cbcf29d5ce51c8f80afdc0b89,657.8,8,9,73.09
1815,ad8ada0ffa993cb1197d102d9ab21a3e,656.16,1,2,328.08
1816,4e326052e5dbba8adcd512f3450a307e,655.96,3,6,109.33
1817,9e6967d3cf386d284251784b18ccb485,654.9,9,11,59.54
1818,f5b44895715ddfe3087dc414f30268f3,654.44,19,19,34.44
1819,791cfcfe22fe4a771ece27f90017da92,653.75,2,2,326.88
1820,13c2ed7698b3ca92dad49e849219da59,653.29,8,9,72.59
1821,3d3ccf2b2f8134b10dce9dd446f0e075,652.84,2,2,326.42
1822,d4e4b5192cba4e0e66eb12a9d347239d,652.09,12,12,54.34
1823,bbaff50f3b708fda865918715276cd87,651.77,12,16,40.74
1824,3ea00e1dea2b0659dbaf654735929220,649.97,7,7,92.85
1825,a35ef466c6fd6d052f5d241240d3c5e2,649.55,3,3,216.52
1826,7c1fea10b5b006671d608b1d7c446ec4,647.75,14,14,46.27
1827,2e7ea2aafec5835e781b21d6d1faf1f1,646.62,7,7,92.37
1828,1588ac4010787100dddef64568f0ae35,645.97,3,3,215.32
1829,bb2afe2061d53c6968aa0cffa233a8ec,644.02,5,6,107.34
1830,e627629ba868740e287800f1a9be81c2,643.55,13,13,49.5
1831,8b2d4ab22f42c5cfc338b846decfda60,643.32,6,9,71.48
1832,c3aad7dc65449ae90a5e9c3c6c1e78e0,640.36,6,6,106.73
1833,ce616e1913288884e7742faac9d981db,640.03,15,24,26.67
1834,1fe61aa5494bd3ae92a2c13e067c810f,638.58,1,2,319.29
1835,f9ec7093df3a7b346b7bcf7864069ca3,638.13,9,9,70.9
1836,74871d19219c7d518d0090283e03c137,637.91,6,7,91.13
1837,b87a7ea0c30fad2dd6781b74a0064859,637.75,9,9,70.86
1838,1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,632.68,3,3,210.89
1839,2953ce3a88f5e3c3b696d77fc9e4c8eb,631.32,14,15,42.09
1840,d197aa8fbc64087f61984deef05f6227,630.65,6,7,90.09
1841,9599519be538b98748162a2b48248960,630.06,1,3,210.02
1842,70125af26c2d6d4ef401a1d02ae7701f,629.62,5,8,78.7
1843,6c17baf138731a4aaacc3210adf2037b,628.72,4,5,125.74
1844,c42fd8e4d47dfb18ce5222f2dd7752f9,628.63,7,11,57.15
1845,5f5a58930c3c35f3b5af264f34fb8c85,628.59,3,3,209.53
1846,cd2169d9f31ff6fbb9ca3373b0c9e354,625.33,1,1,625.33
1847,b3f19518fcec265b2e97af287725f981,624.48,9,9,69.39
1848,3d0cd21d41671c46f82cd11176bf7277,622.38,9,11,56.58
1849,7b7f91e98f8c6def45a1407923304402,620.49,11,14,44.32
1850,d7485b33791774c36108f8c69602d48d,619.14,10,10,61.91
1851,32fdd5d44ecb43dfd6a24b9369eca144,617.88,8,8,77.24
1852,6e1862e15f33d9994bc25922a85e1efc,617.36,7,10,61.74
1853,33cbda8716511e27e556dff9d8418bf2,615.57,5,6,102.59
1854,4a82168aaef173cbb6e46ae88728f919,612.39,4,4,153.1
1855,eb9cd5b35d95206585e2185318cb5c61,611.55,2,3,203.85
